GENDER,AGEGRP1,NGROUP,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
1,3,3,3600,4,2,0,8,11
3,2,3,20538.69,2,4,0,7,3
2,3,5,6000,4,3,0,11,5
1,2,4,6000,1,3,0,16,5
3,3,3,6000,4,3,0,3,5
3,1,2,0.01,4,1,0,8,11
3,3,6,5000,4,2,0,11,11
2,1,2,219.94,4,2,1,14,11
3,2,1,6000,4,3,0,6,5
2,2,5,0.01,4,1,0,7,11
2,2,6,780,4,2,0,7,11
2,2,5,4805.42,2,2,0,6,11
2,1,1,6000,2,3,1,9,5
2,2,4,1000,1,2,0,11,11
2,1,4,500,4,2,1,12,11
2,3,4,0.01,1,1,1,6,11
2,3,1,2000,4,2,0,10,11
1,3,2,3000,4,2,0,7,11
1,2,5,700,2,2,0,12,11
2,3,3,4889.6,1,2,0,6,11
1,3,2,6000,2,3,0,7,5
3,2,2,6000,4,3,0,12,5
1,2,4,600.01,4,2,0,7,11
1,3,2,100,2,2,0,10,11
3,2,3,6000,1,3,0,12,5
3,3,1,6000,2,3,0,8,5
2,3,6,4884.25,3,2,1,8,11
1,2,4,6000,4,3,0,8,5
2,2,6,1200,1,2,0,6,11
2,3,3,3000,4,2,0,9,11
1,2,4,1750,1,2,0,9,11
2,2,5,6000,4,3,0,5,5
1,1,6,0.01,1,1,1,14,11
2,3,5,1680,2,2,0,9,11
2,2,3,60,1,2,0,9,11
3,3,4,6000,1,3,0,7,5
1,2,4,6000,4,3,0,7,5
1,2,4,350,4,2,0,10,11
2,3,3,6000,5,3,0,11,5
2,3,1,3000,4,2,0,4,11
2,3,1,6000,2,3,0,5,5
2,2,6,6000,4,3,0,9,5
2,2,3,1020,1,2,1,7,11
2,1,2,6000,3,3,1,10,5
2,2,4,6000,2,3,0,10,5
1,3,3,866.88,2,2,0,8,11
1,2,4,2000,4,2,0,1,11
2,2,3,0.01,4,1,1,15,11
2,3,2,50,4,2,0,8,11
2,3,2,4525,1,2,0,10,11
1,2,2,20538.99,4,4,0,10,3
1,1,4,5000,1,2,0,8,11
1,2,3,6000,4,3,0,3,5
2,2,1,6000,2,3,0,7,5
2,1,3,0.01,2,1,1,9,11
2,3,3,530,3,2,0,6,11
2,2,2,20539,4,4,0,6,11
1,2,6,420,2,2,0,11,11
2,3,6,6000,2,3,0,11,5
2,1,4,780,4,2,1,12,11
2,3,1,4884.25,4,2,0,8,11
2,2,2,600,4,2,0,5,11
1,1,2,50,4,2,1,14,11
2,2,5,1251.6,1,2,0,9,11
1,2,3,100,2,2,0,2,11
2,3,4,0.01,1,1,0,3,11
2,2,2,1000,4,2,1,8,11
3,3,2,500.01,2,2,0,13,11
2,2,4,6000,1,3,0,6,5
2,3,4,6000,4,3,0,6,5
1,3,6,0.01,4,1,0,7,11
1,1,3,600,2,2,0,9,11
1,2,5,6000,1,3,0,11,5
3,2,3,50,1,2,0,10,11
2,3,4,50.01,1,2,0,6,11
3,3,3,4884.25,1,2,0,5,11
2,2,3,50,3,2,1,8,11
2,2,6,50,1,2,0,10,11
1,3,3,6000,4,3,0,9,5
3,2,2,6000,1,3,0,7,5
1,2,3,1000,4,2,0,8,11
2,2,4,0.01,4,1,0,10,11
2,2,5,0.01,4,1,0,8,11
2,3,3,469.42,4,2,0,8,11
2,1,1,6000,1,3,1,11,5
1,2,6,0.01,1,1,0,11,11
1,3,3,6000,1,3,0,7,5
1,2,2,5000,4,2,0,8,11
2,3,4,6000,2,3,0,6,5
2,2,5,0.01,1,1,0,8,11
2,3,2,6000,4,3,0,9,5
2,2,3,1000,2,2,0,4,11
2,3,2,20540.08,2,4,0,9,3
2,2,2,4884.25,1,2,0,16,11
1,2,5,3050,1,2,0,6,11
2,3,1,20540.15,1,4,0,11,3
3,3,3,1800,2,2,0,5,11
2,1,3,0.01,5,1,1,25,11
3,3,1,20540.24,4,4,0,6,3
3,3,3,3682.47,4,2,0,11,11
2,1,3,489.91,4,2,1,14,11
2,2,3,6000,4,3,0,8,5
1,2,3,0.01,1,1,1,7,11
3,3,5,1455.1,1,2,0,11,11
1,1,6,600,2,2,1,9,11
3,1,2,0.01,4,1,0,9,11
1,2,5,6000,2,3,0,11,5
1,1,4,2650,4,2,1,25,11
3,3,2,100,5,2,0,10,11
2,1,3,300,4,2,1,13,11
2,3,2,20542.1,2,4,0,5,3
2,2,6,50,1,2,0,7,11
3,2,3,20548.4,1,4,0,7,3
1,2,4,3000,1,2,0,7,11
2,2,4,0.01,4,1,1,7,11
1,2,4,0.01,4,1,0,9,11
3,2,5,3500,4,2,0,4,11
2,3,1,1500,4,2,0,2,11
2,2,1,50.02,1,2,1,10,11
1,2,4,4400,1,2,0,8,11
3,2,4,500,2,2,0,11,11
2,3,5,0.01,4,1,1,8,11
2,1,4,6000,1,3,1,13,5
2,2,3,0.01,4,1,0,4,11
1,2,6,6000,2,3,0,8,5
2,3,5,5000,1,2,0,10,11
2,2,4,0.01,2,1,1,14,11
2,3,2,6000,4,3,1,9,5
2,3,2,0.01,1,1,1,7,11
2,3,3,6000,4,3,1,10,5
2,3,6,3000,1,2,1,9,11
1,2,4,360,2,2,0,4,11
2,2,5,6000,2,3,0,10,5
2,2,2,50,4,2,0,9,11
3,2,6,1105,1,2,0,12,11
1,2,6,245.61,1,2,0,6,11
2,2,1,3026.67,3,2,1,7,11
1,2,2,350,1,2,0,9,11
2,2,6,1200,5,2,0,6,11
2,3,3,6000,1,3,1,16,5
1,3,4,6000,2,3,0,6,5
3,2,3,50.01,4,2,0,8,11
1,3,6,0.01,4,1,0,13,11
1,3,1,20552.55,4,4,0,11,3
2,3,2,1500,5,2,0,12,11
2,1,6,2800,4,2,1,11,11
3,3,4,100,4,2,0,6,11
2,2,1,6000,4,3,1,9,5
1,2,1,2000,4,2,0,8,11
2,2,6,0.01,1,1,0,16,11
2,1,2,2240,4,2,1,9,11
1,2,4,20557.32,1,4,0,10,3
2,3,6,6000,1,3,0,7,5
2,2,2,1000,1,2,1,6,11
2,2,3,3000,4,2,1,16,11
2,2,4,0.02,2,2,0,10,11
2,1,6,300,1,2,1,15,11
2,2,1,6000,4,3,1,8,5
1,2,4,6000,1,3,0,5,5
2,2,5,2000,4,2,0,10,11
1,2,2,6000,2,3,0,15,5
1,3,1,6000,1,3,0,11,5
2,3,2,1000,1,2,1,10,11
1,2,4,0.01,1,1,0,6,11
3,2,3,6000,4,3,0,11,5
1,3,2,6000,4,3,0,9,5
1,3,4,1314.6,4,2,0,6,11
3,2,6,1000,1,2,0,7,11
3,1,6,300,1,2,0,7,11
2,2,3,0.01,2,1,1,12,11
2,1,4,120,3,2,0,7,11
3,2,6,4000,2,2,0,9,11
3,1,3,6000,4,3,0,11,5
1,2,4,6000,1,3,0,7,5
2,1,6,750,1,2,0,9,11
3,2,5,6000,4,3,0,8,5
2,3,2,1500,5,2,1,5,11
3,3,2,6000,4,3,0,5,5
2,3,2,3000,5,2,0,10,11
1,3,2,0.01,4,1,0,3,11
1,1,6,6000,1,3,0,11,5
2,3,2,120,2,2,0,4,11
1,3,6,840,1,2,0,12,11
2,2,4,3600,1,2,0,2,11
3,1,2,6000,5,3,0,4,5
2,2,1,6000,2,3,1,14,5
1,2,4,300,4,2,0,14,11
2,3,1,6000,4,3,1,6,5
2,3,2,3000,4,2,1,7,11
3,2,1,400,4,2,0,6,11
2,3,4,6000,3,3,0,9,5
1,2,6,3000,4,2,0,9,11
2,3,3,1420,4,2,1,6,11
2,3,5,2380,2,2,0,14,11
1,3,3,1200,1,2,0,13,11
2,3,6,3000,1,2,0,9,11
2,2,1,300,4,2,0,12,11
1,2,2,6000,4,3,0,10,5
2,3,5,1036.06,1,2,0,10,11
2,2,3,3000,3,2,0,8,11
2,3,6,6000,2,3,0,5,5
2,2,3,50,3,2,0,3,11
1,3,5,6000,4,3,1,6,5
1,3,2,6000,2,3,0,8,5
1,2,2,6000,4,3,0,7,5
2,1,3,1000,4,2,1,14,11
2,3,3,6000,4,3,1,3,5
1,2,2,600,5,2,0,14,11
2,3,3,6000,2,3,1,7,5
1,2,3,2000,4,2,0,8,11
2,2,6,500,4,2,1,14,11
2,3,6,6000,2,3,0,7,5
3,2,2,3000,4,2,0,4,11
2,2,6,0.01,2,1,1,10,11
2,3,4,0.01,2,1,0,12,11
1,2,4,0.01,1,1,0,9,11
1,3,4,20561.79,4,4,0,9,3
3,2,5,0.01,2,1,0,10,11
2,2,3,6000,4,3,0,8,5
2,3,4,1500,4,2,0,10,11
1,3,6,50,4,2,0,11,11
2,2,4,0.01,1,1,0,6,11
1,2,4,6000,2,3,1,10,5
2,2,1,600,4,2,0,11,11
2,1,2,50,4,2,0,9,11
2,2,3,50.02,4,2,0,8,11
2,3,2,6000,4,3,0,6,5
1,2,2,180,2,2,0,5,11
1,2,3,50,4,2,0,10,11
2,2,4,0.01,4,1,0,6,11
2,1,6,0.01,1,1,1,7,11
1,2,2,6000,1,3,0,12,5
2,2,4,6000,1,3,1,5,5
2,3,2,20562.1,4,4,0,8,3
2,3,3,500,3,2,0,5,11
3,3,5,4000,2,2,0,8,11
2,1,3,6000,4,3,1,8,5
2,2,6,6000,4,3,0,10,5
1,3,2,6000,4,3,0,4,5
1,1,3,0.01,2,1,0,9,11
3,3,2,20566.07,4,4,0,3,3
3,2,4,0.01,5,1,0,7,11
2,2,2,0.01,2,1,0,9,11
1,3,1,6000,2,3,0,3,5
3,2,4,6000,3,3,0,4,5
3,2,4,100,4,2,0,8,11
1,2,2,360,2,2,0,8,11
2,3,1,20567.11,5,4,0,8,9
2,3,2,20567.11,5,4,1,11,3
3,2,2,240,4,2,0,14,11
1,3,3,50,2,2,0,11,11
1,2,3,6000,4,3,0,9,5
2,2,5,6000,3,3,0,12,5
1,2,1,6000,3,3,0,6,5
1,2,3,6000,4,3,0,7,5
2,2,4,3680.01,4,2,0,10,11
3,3,1,4200,1,2,0,9,11
1,2,4,6000,1,3,0,8,5
2,2,4,100,2,2,0,6,11
2,2,3,0.01,4,1,0,6,11
2,1,3,3000,2,2,1,11,11
1,2,6,6000,1,3,0,7,5
3,3,3,6000,4,3,0,12,5
2,3,4,3691.85,2,2,0,5,11
2,3,6,1000,4,2,0,9,11
1,2,4,25,1,2,0,12,11
2,3,2,6000,4,3,0,5,5
2,2,3,3000,2,2,0,4,11
2,3,3,500,3,2,0,11,11
2,1,4,1100,3,2,1,14,11
2,3,6,4000,1,2,1,4,11
1,2,2,3000,1,2,0,4,11
1,3,1,4842.12,4,2,0,5,11
2,3,2,3000,1,2,0,8,11
3,2,6,1000,4,2,0,8,11
3,2,3,0.01,4,1,0,11,11
2,2,3,360,4,2,0,10,11
3,3,2,6000,1,3,0,10,5
3,3,6,6000,3,3,0,8,5
2,3,2,60,4,2,0,12,11
1,3,6,6000,2,3,0,5,5
1,3,5,250,1,2,1,8,11
3,2,3,20567.35,2,4,0,8,3
1,2,5,1050,4,2,0,5,11
2,2,6,6000,2,3,0,13,5
1,3,6,4000,2,2,0,10,11
2,1,6,1000,2,2,1,7,11
1,2,6,1636.09,1,2,0,8,11
2,3,2,6000,4,3,0,10,5
2,3,1,6000,4,3,0,9,5
2,2,1,4500,4,2,0,15,11
3,1,4,4626.61,4,2,0,4,11
1,2,4,2884.28,5,2,0,9,11
2,3,3,6000,2,3,0,6,5
2,3,1,0.01,1,1,1,10,11
2,3,5,6000,1,3,0,6,5
1,3,4,250,4,2,0,13,11
2,2,3,20567.8,4,4,0,6,3
3,2,2,1085.91,2,2,0,12,11
2,3,3,6000,1,3,0,8,5
2,2,4,1100,4,2,0,10,11
1,2,6,300,1,2,0,5,11
2,3,2,6000,4,3,0,4,5
3,2,3,4000,1,2,0,8,11
2,3,2,0.01,1,1,0,3,11
3,2,2,2724.98,2,2,0,7,11
3,2,3,3000,4,2,0,7,11
1,3,4,50,1,2,0,10,11
1,3,4,6000,2,3,0,15,5
1,3,6,3099.71,1,2,0,6,11
2,2,1,3500,4,2,0,6,11
2,3,4,4000.01,4,2,0,6,11
3,3,3,50,4,2,0,9,11
2,2,6,6000,3,3,0,3,5
1,3,3,1500,4,2,0,5,11
3,2,5,2476.91,4,2,0,7,11
1,2,3,4000,1,2,0,8,11
3,3,4,6000,2,3,0,16,5
2,2,4,1500,4,2,1,8,11
2,2,3,0.01,4,1,0,4,11
2,2,2,0.01,4,1,0,7,11
2,2,3,1050.01,2,2,0,8,11
2,2,5,300,2,2,0,6,11
2,3,4,5000,2,2,0,7,11
2,3,3,200,2,2,0,12,11
2,3,4,0.01,5,1,0,11,11
2,3,2,879.57,4,2,0,8,11
2,1,2,50,4,2,1,4,11
1,3,3,3000,4,2,0,9,11
1,2,4,20569.19,2,4,0,5,3
2,3,4,6000,4,3,0,8,5
2,2,6,1300,1,2,0,14,11
2,1,4,900,1,2,1,6,11
2,2,1,3000,4,2,0,15,11
2,2,6,0.01,2,1,1,11,11
2,2,3,20572.29,2,4,1,17,3
1,2,2,5000,1,2,0,10,11
2,2,6,1265.68,2,2,0,12,11
1,2,2,2880.01,1,2,0,12,11
2,2,6,3000,3,2,0,6,11
2,3,2,6000,2,3,0,8,5
3,3,2,1400,2,2,0,2,11
2,1,6,0.01,4,1,0,7,11
3,2,2,1670.5,4,2,0,6,11
2,2,2,20573.9,4,4,1,6,3
3,3,1,0.01,4,1,0,2,11
1,3,3,0.01,1,1,0,5,11
3,3,6,0.01,4,1,0,2,11
2,3,4,0.01,5,1,0,8,11
2,2,6,1480,1,2,0,6,11
1,3,6,1000,1,2,0,11,11
3,2,3,1200,3,2,0,5,11
3,3,6,2000,3,2,0,9,11
2,1,6,100,1,2,0,9,11
3,3,6,4000,4,2,0,5,11
3,2,4,2000,4,2,0,16,11
1,2,3,100,1,2,0,6,11
2,2,1,500,4,2,1,6,11
3,2,6,50,1,2,0,6,11
3,3,5,6000,1,3,0,13,5
2,1,2,50,4,2,1,20,11
2,2,5,500,4,2,0,9,11
2,3,4,1500,1,2,0,8,11
2,2,1,6000,2,3,0,6,5
1,2,6,4250,4,2,0,12,11
2,1,1,300,4,2,1,6,11
1,3,3,3000,4,2,0,10,11
2,1,4,250,1,2,1,9,11
3,2,4,1500,1,2,0,13,11
2,3,4,300,1,2,0,6,11
3,3,3,100,3,2,0,6,11
2,3,3,6000,1,3,0,4,5
2,2,6,1260.58,3,2,1,14,11
3,3,5,6000,2,3,0,2,5
2,2,1,3000,3,2,1,14,11
1,3,2,6000,4,3,0,4,5
3,2,5,6000,1,3,1,20,5
2,3,2,250,4,2,1,5,11
1,2,4,600,2,2,0,8,11
2,3,2,22.67,2,2,0,8,11
2,2,3,540,1,2,0,11,11
2,2,4,2740,1,2,0,7,11
1,3,3,6000,4,3,0,10,5
2,1,4,100,4,2,1,16,11
2,3,3,0.01,1,1,0,11,11
2,3,5,0.01,2,1,0,6,11
2,3,4,0.01,1,1,0,6,11
3,2,6,20574.98,1,4,0,8,3
2,3,6,500,1,2,1,6,11
2,2,3,6000,1,3,1,7,5
2,2,6,100,2,2,1,10,11
2,3,3,6000,4,3,1,10,5
2,3,2,3000,1,2,0,9,11
2,1,5,720,4,2,0,13,11
1,2,3,50,4,2,0,7,11
2,3,2,20579.59,1,4,0,7,3
2,3,2,6000,2,3,0,8,5
2,2,2,6000,1,3,1,10,5
1,2,3,420,4,2,0,10,11
2,2,2,6000,4,3,0,10,5
2,1,4,50,4,2,0,5,11
3,2,3,500,1,2,0,9,11
2,2,3,600,2,2,0,7,11
1,2,2,6000,4,3,0,8,5
1,1,3,3480,1,2,1,7,11
1,2,4,6000,1,3,0,16,5
1,3,4,6000,1,3,0,11,5
2,2,4,6000,1,3,0,4,5
1,3,1,20579.72,4,4,0,13,3
2,2,1,0.01,2,1,0,6,11
2,3,1,20583.75,4,4,0,6,3
2,3,5,3220,3,2,0,6,11
3,2,2,6000,1,3,0,11,5
1,3,1,6000,2,3,1,15,5
1,3,2,6000,3,3,0,6,5
1,3,1,5000,4,2,0,7,11
1,3,5,0.01,1,1,0,7,11
3,2,4,3000.01,4,2,0,5,11
2,3,3,0.01,2,1,0,8,11
2,3,2,3000,4,2,1,11,11
3,2,1,300,4,2,0,5,11
1,2,4,0.01,1,1,0,9,11
2,3,4,1750,3,2,1,7,11
3,2,4,420,4,2,0,11,11
3,2,3,4000,2,2,0,4,11
1,3,1,1000,4,2,0,7,11
2,2,5,3500,4,2,0,10,11
2,3,3,6000,1,3,1,14,5
2,2,6,2000,4,2,1,7,11
2,2,3,2500,1,2,0,10,11
1,3,3,6000,4,3,0,9,5
1,3,2,5000,4,2,0,7,11
2,1,4,2701.27,4,2,1,19,11
1,3,5,2000,1,2,0,12,11
2,3,3,20589.99,1,4,1,10,3
1,2,3,900,4,2,0,8,11
2,2,2,0.01,4,1,0,10,11
1,3,2,20594.13,4,4,0,4,8
2,2,1,100,1,2,0,7,11
2,2,4,3000,1,2,0,3,11
3,3,5,2266.81,4,2,0,10,11
2,2,4,0.01,1,1,0,9,11
3,3,2,20599.55,4,4,0,5,3
3,2,5,1044.45,4,2,0,9,11
3,2,3,0.01,3,1,1,4,11
1,1,3,20,1,2,0,12,11
2,3,2,6000,4,3,0,11,5
3,2,2,6000,4,3,0,9,5
3,2,3,20600,4,4,0,7,8
2,1,3,500,1,2,1,16,11
2,3,2,6000,2,3,0,9,5
2,1,6,4000,1,2,1,10,11
3,2,3,3000,1,2,0,7,11
1,3,5,6000,4,3,0,10,4
2,2,4,1020,2,2,1,8,11
1,2,2,6000,3,3,0,9,4
1,3,4,1521.11,1,2,0,10,11
2,3,6,20600.41,2,4,0,7,3
2,3,1,6000,2,3,0,11,4
1,3,2,6000,4,3,0,10,4
2,2,2,1250,3,2,0,11,11
1,2,4,600.01,1,2,1,15,11
2,2,2,6000,4,3,0,11,4
1,2,6,4800,2,2,0,9,11
2,2,4,0.01,5,1,0,8,11
3,2,2,6000,2,3,0,9,4
3,2,2,1500,2,2,0,13,11
2,2,6,600,2,2,0,8,11
2,2,2,0.01,2,1,0,7,11
2,3,4,250,1,2,0,2,11
2,3,4,690.01,2,2,0,8,11
3,2,4,6000,1,3,0,9,4
3,2,2,1300,4,2,0,8,11
2,2,1,180,1,2,0,11,11
2,2,4,6000,4,3,0,12,4
2,2,3,3400,4,2,0,5,11
1,2,5,6000,1,3,0,9,4
3,2,4,0.01,4,1,0,11,11
3,2,4,6000,4,3,0,6,4
2,1,3,500,2,2,0,5,11
2,3,4,6000,1,3,1,13,4
3,2,4,2500,1,2,0,12,11
3,3,6,6000,2,3,0,5,4
3,2,4,3000,2,2,0,10,11
1,2,3,2500,4,2,0,8,11
2,2,5,0.01,4,1,0,9,11
2,1,4,900,1,2,1,14,11
1,3,3,6000,1,3,0,12,4
2,2,5,0.01,1,1,1,17,11
2,1,4,6000,2,3,0,5,4
2,2,5,500,4,2,0,12,11
1,2,6,50.01,1,2,0,5,11
2,2,6,0.01,2,1,0,8,11
1,2,6,6000,1,3,0,10,4
2,2,4,3800,1,2,0,9,11
2,3,3,2500.01,1,2,0,8,11
1,3,3,6000,1,3,0,7,4
2,3,6,250,1,2,0,5,11
2,2,3,250,4,2,0,5,11
2,3,3,3407.45,4,2,0,9,11
1,2,4,500,4,2,0,8,11
3,2,1,5000,4,2,0,5,11
1,2,6,6000,1,3,0,5,4
2,2,4,6000,1,3,0,5,4
1,3,5,2000,4,2,0,8,11
2,2,2,0.01,4,1,0,9,11
1,3,2,6000,4,3,0,6,4
1,3,3,240,4,2,0,7,11
2,1,6,500,4,2,1,11,11
2,3,6,6000,1,3,0,5,4
1,2,4,6000,2,3,1,10,4
1,3,4,960,4,2,0,9,11
2,2,3,0.01,4,1,0,7,11
1,2,3,50,2,2,0,11,11
1,1,2,6000,1,3,1,15,4
2,2,3,50,2,2,1,13,11
3,3,4,6000,3,3,0,2,4
3,3,2,50.01,5,2,0,12,11
1,3,2,480,1,2,0,11,11
1,3,2,6000,4,3,0,8,4
2,2,3,6000,1,3,0,8,4
2,2,3,5000,4,2,1,13,11
3,2,1,6000,4,3,1,13,4
3,3,2,120,2,2,0,3,11
3,2,3,6000,4,3,0,6,4
1,3,2,50,1,2,1,9,11
1,3,3,0.01,1,1,0,9,11
3,2,1,240,4,2,0,13,11
1,3,1,6000,2,3,0,10,4
2,2,6,1273.04,4,2,0,9,11
2,2,2,480,1,2,1,22,11
3,3,2,1500,1,2,1,4,11
2,2,4,6000,4,3,0,4,4
1,2,2,1000,3,2,0,11,11
2,2,5,0.01,4,1,0,6,11
2,2,5,0.01,4,1,0,9,11
2,2,3,6000,4,3,1,11,4
2,2,4,6000,3,3,0,13,4
2,2,4,1500,4,2,1,8,11
2,3,4,2400,1,2,0,4,11
3,3,3,6000,3,3,0,12,4
2,2,4,6000,2,3,0,7,4
2,2,2,500,4,2,1,8,11
3,3,6,50,2,2,0,8,11
2,3,2,6000,5,3,0,9,4
2,3,4,6000,2,3,0,5,4
3,2,6,6000,2,3,0,12,4
2,3,1,3000.01,3,2,0,9,11
2,3,3,420,4,2,0,10,11
2,2,6,0.01,4,1,0,3,11
1,3,6,6000,4,3,0,10,4
2,3,2,1053.34,2,2,0,4,11
2,2,3,3000,1,2,0,13,11
2,3,4,100,2,2,0,9,11
2,1,1,250,4,2,1,7,11
1,2,7,6000,4,3,0,5,4
1,2,6,6000,4,3,0,5,4
2,2,6,360,4,2,1,9,11
2,3,1,6000,4,3,0,8,4
1,2,4,5000,1,2,0,6,11
3,1,5,300,2,2,1,15,11
2,2,3,2000,4,2,0,15,11
2,3,5,3000,1,2,1,6,11
2,1,3,6000,1,3,0,10,4
1,2,1,6000,4,3,0,6,4
1,2,2,5000,2,2,0,7,10
1,2,6,0.01,2,1,0,7,10
3,2,6,50,1,2,0,10,10
2,2,4,3026.67,2,2,0,7,10
2,2,3,0.1,4,2,0,3,10
2,2,4,50,4,2,0,8,10
2,1,5,50,1,2,1,14,10
1,2,5,0.01,2,1,0,7,10
3,2,5,6000,4,3,0,13,4
2,2,4,0.01,4,1,0,6,10
2,3,3,6000,1,3,1,10,4
2,2,5,500,2,2,1,11,10
2,3,5,1324.2,5,2,1,7,10
2,2,3,0.01,2,1,1,10,10
3,2,5,0.01,1,1,0,8,10
3,3,4,3750,1,2,0,12,10
2,1,4,3050,4,2,1,6,10
1,2,6,0.01,1,1,0,11,10
2,2,5,1608,2,2,0,6,10
1,2,2,100,2,2,0,15,10
3,2,2,420,1,2,1,13,10
2,2,5,6000,1,3,1,13,4
2,1,3,0.01,4,1,0,7,10
2,3,3,20605.86,4,4,0,4,3
2,2,3,3052.66,2,2,1,6,10
3,2,1,50,4,2,0,5,10
3,2,5,0.01,2,1,0,10,10
1,2,4,3000,1,2,0,8,10
2,2,4,6000,2,3,0,4,4
1,3,5,6000,1,3,1,7,4
2,2,6,0.01,1,1,1,8,10
3,3,5,795.21,4,2,0,15,10
2,2,5,3000,2,2,1,11,10
2,2,1,200,1,2,0,10,10
2,2,5,360,1,2,0,8,10
1,2,2,500,4,2,0,9,10
1,2,5,0.01,4,1,0,5,10
2,3,5,360,1,2,0,8,10
3,2,6,0.01,1,1,0,7,10
2,2,6,530,4,2,0,8,10
3,1,5,0.02,1,2,0,7,10
1,2,4,50.01,1,2,0,8,10
1,2,4,0.01,2,1,0,5,10
1,2,4,0.01,1,1,0,10,10
3,2,4,500,4,2,0,12,10
2,2,6,20607.9,1,4,0,6,3
2,2,3,300,4,2,1,8,10
1,2,5,0.01,1,1,0,6,10
1,1,4,26,1,2,1,10,10
2,3,2,1800,4,2,1,4,10
2,2,2,1200,2,2,0,6,10
3,2,4,300.01,4,2,0,10,10
1,2,4,600,4,2,0,7,10
3,3,4,3000,2,2,0,6,10
2,2,2,0.01,1,1,0,8,10
1,1,5,50,4,2,0,11,10
3,3,2,0.01,1,1,0,7,10
2,2,2,100,4,2,0,5,10
2,2,3,6000,1,3,0,11,4
2,3,2,0.01,4,1,0,12,10
2,3,6,500,2,2,0,12,10
2,2,4,2000,2,2,0,8,10
1,2,3,50,2,2,1,8,10
2,2,3,50,1,2,0,9,10
1,3,2,300,2,2,0,6,10
2,1,2,0.01,4,1,0,7,10
2,2,4,5000,2,2,0,4,10
2,2,3,500,1,2,1,16,10
2,3,5,3000,5,2,0,6,10
2,1,4,50,1,2,0,9,10
3,3,3,1000,1,2,0,7,10
2,2,3,3026.67,2,2,0,6,10
3,2,6,50,4,2,0,14,10
3,2,6,6000,3,3,0,7,4
2,2,3,0.01,4,1,0,9,10
2,1,2,600,3,2,1,6,10
1,2,6,0.01,1,1,0,7,10
1,2,3,6000,4,3,0,8,4
1,3,3,6000,4,3,1,9,4
2,2,2,500,2,2,0,8,10
2,1,5,50,4,2,1,10,10
2,1,3,0.01,5,1,1,12,10
3,3,2,6000,1,3,0,9,4
2,1,1,6000,4,3,1,10,4
3,2,3,0.01,4,1,0,18,10
1,2,3,0.01,2,1,0,6,10
3,2,2,50,1,2,0,10,10
3,3,3,6000,4,3,0,7,4
2,3,2,3032.25,4,2,0,3,10
3,2,3,2308.07,4,2,0,6,10
2,3,5,0.01,2,1,1,11,10
2,3,2,50,4,2,0,8,10
2,2,1,6000,4,3,1,16,4
2,2,6,600,4,2,0,5,10
3,2,1,2000,4,2,0,11,10
2,1,4,0.01,1,1,1,10,10
1,3,5,0.01,2,1,0,6,10
2,1,6,116.85,2,2,0,8,10
2,1,5,5000,4,2,1,15,10
2,2,3,0.01,2,1,0,8,10
2,2,4,0.01,2,1,0,13,10
3,2,2,619.42,4,2,0,7,10
2,2,5,0.01,1,1,0,13,10
2,1,3,500.01,2,2,1,9,10
2,2,1,0.01,4,1,0,7,10
2,2,4,6000,4,3,0,7,4
1,2,2,0.01,4,1,0,2,10
1,2,2,0.01,1,1,0,5,10
3,1,4,300,2,2,1,8,10
2,2,5,4000,4,2,1,9,10
2,1,3,1670,2,2,1,7,10
1,2,2,1000,2,2,0,3,10
3,2,6,0.01,1,1,0,7,10
1,1,2,50,4,2,1,10,10
1,1,2,500,4,2,0,6,10
2,2,5,1000,1,2,1,6,10
2,1,6,1000,4,2,1,27,10
2,2,2,0.01,3,1,1,14,10
2,2,4,6000,2,3,0,7,4
1,3,4,6000,2,3,0,7,4
2,3,3,6000,4,3,0,5,4
2,1,3,4800,4,2,0,6,10
2,1,3,0.01,4,1,1,14,10
2,1,3,3000,2,2,1,9,10
1,2,2,120,2,2,0,10,10
1,3,4,0.01,1,1,0,10,10
3,2,2,200,1,2,0,10,10
2,3,3,500,2,2,0,7,10
2,2,2,0.01,3,1,0,2,10
2,3,4,0.01,2,1,0,9,10
2,1,2,2000,4,2,1,9,10
2,3,2,6000,4,3,0,5,4
1,1,5,2500,4,2,0,8,10
2,3,6,1000,2,2,0,10,10
3,2,5,1500,1,2,0,13,10
1,2,3,0.01,1,1,0,15,10
2,2,4,0.01,4,1,0,15,10
3,1,6,6000,4,3,0,9,4
2,2,3,0.01,1,1,0,11,10
3,2,4,0.01,1,1,0,4,10
3,3,3,1000,2,2,0,9,10
1,3,6,6000,2,3,0,8,4
2,2,4,0.01,2,1,1,11,10
2,2,4,3000,3,2,0,4,10
2,3,4,400,2,2,0,7,10
1,2,3,100,1,2,1,7,10
2,1,1,6000,4,3,0,8,4
2,2,5,4200.01,4,2,0,10,10
2,2,6,250,1,2,0,7,10
2,3,4,100,5,2,1,14,10
3,1,5,6000,2,3,0,10,4
2,3,5,6000,1,3,0,5,4
3,3,2,0.01,4,1,1,11,10
2,2,3,0.01,2,1,1,9,10
2,2,2,0.01,2,1,0,9,10
2,2,2,6000,3,3,0,9,4
2,2,4,6000,4,3,0,7,4
2,3,4,0.01,4,1,0,9,10
2,1,3,3000,1,2,0,6,10
3,1,4,0.01,2,1,0,5,10
3,2,4,1000,2,2,0,16,10
2,2,3,0.01,2,1,0,7,10
